PMID,Title,Abstract,Authors,Journal,Year,Keywords,URL,Affiliations
32732695,The role of MC1R gene variants and phenotypical features in predicting high nevus count.,"Variants in the Melanocortin 1 Receptor (MC1R) gene have been associated with an increased risk of melanoma, but the role in nevus count is unclear. We investigated if specific MC1R gene variants or the number of MC1R gene variants and phenotypical features were associated with nevus count. A total of 494 participants of the 'Leiden skin cancer study' were included and the MC1R gene coding sequence was analysed by single-strand conformation polymorphism analysis followed by sequencing of unknown variants. The association between MC1R gene variants and nevus count and the association between age, gender and phenotypical features and nevus count were studied using the Chi-square test. Study of nine frequently occurring MC1R gene variants in participants without skin cancer (n = 203) showed that the 'r' Val60Leu variant was significantly associated with high nevus count (>50 nevi) (P = 0.017). This association was very strong among women (P < 0.001), but not present among men. Having one or two MC1R variants in general did not show a significant difference in the nevus count. Hair colour, skin type, eye colour and age were not significantly associated with nevus count, whereas gender showed a significant association (P = 0.008), with the highest nevus counts in female. The Val60Leu variant of the MC1R gene could be a promising candidate as an independent predictor of high nevus count, particularly in women. This information about the genetic makeup could promote personalized follow-up strategies and might help to prevent skin cancer in the future.","van der Poel Louise A J, Bergman Wilma, Gruis Nelleke A, Kukutsch Nicole A",Melanoma research,2020,"Adult, Female, Humans, Male, Melanoma, Middle Aged, Nevus, Phenotype, Receptor, Melanocortin, Type 1, Skin Neoplasms",https://pubmed.ncbi.nlm.nih.gov/32732695/,"Department of Dermatology, Leiden University Medical Centre, Leiden, The Netherlands."
35452484,Genetic diversity of the melanocortin-1 receptor in an admixed population of Rio de Janeiro: Structural and functional impacts of Cys35Tyr variant.,"The melanocortin-1 receptor (MC1R) is one of the key proteins involved in the regulation of melanin production and several polymorphisms have been associated with different phenotypes of skin and hair color in human and nonhuman species. Most of the knowledge is centered on more homogeneous populations and studies involving an admixed group of people should be encouraged due to the great importance of understanding the human color variation. This work evaluates the MC1R diversity and the possible impacts of MC1R variants in an admixed sample population of Rio de Janeiro, Brazil, which is a product of Native American, African, and European miscegenation. Sequencing of complete coding region and part of the 3´UTR of MC1R gene identified 31 variants including one insertion and three novel synonymous substitutions in sample population grouped according to skin, hair and eye pigmentation levels. In nonmetric multidimensional scaling analysis (NMDS), three main clusters were identified, in which the Brazilian dark skin group remained in the African cluster whereas the intermediate and the light skin color phenotype in the European one. None gathered with Asians since their immigration to Brazil was a recent event. In silico analyses demonstrated that Cys35Tyr, Ile155Thr and Pro256Ser, found in our population, have a negative effect on receptor function probably due to changes on the receptor structure. Notably, Cys35Tyr mutation could potentially impair agonist binding. Altogether, this work contributes to the understanding of the genetic background of color variation on an admixed population and gives insights into the damaging effects of MC1R variants.","Neitzke-Montinelli Vanessa, da Silva Figueiredo Celestino Gomes Priscila, Pascutti Pedro G, Moura-Neto Rodrigo S, Silva Rosane",PloS one,2022,"Brazil, Genetic Variation, Hair Color, Humans, Phenotype, Polymorphism, Genetic, Receptor, Melanocortin, Type 1",https://pubmed.ncbi.nlm.nih.gov/35452484/,"Instituto de Biofísica Carlos Chagas Filho, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil.; Instituto de Biologia, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil."
20507942,Melanocortin 1 receptor agonists reduce proteinuria.,"Membranous nephropathy is one of the most common causes of nephrotic syndrome in adults. Recent reports suggest that treatment with adrenocorticotropic hormone (ACTH) reduces proteinuria, but the mechanism of action is unknown. Here, we identified gene expression of the melanocortin receptor MC1R in podocytes, glomerular endothelial cells, mesangial cells, and tubular epithelial cells. Podocytes expressed most MC1R protein, which colocalized with synaptopodin but not with an endothelial-specific lectin. We treated rats with passive Heymann nephritis (PHN) with MS05, a specific MC1R agonist, which significantly reduced proteinuria compared with untreated PHN rats (P < 0.01). Furthermore, treatment with MC1R agonists improved podocyte morphology and reduced oxidative stress. In summary, podocytes express MC1R, and MC1R agonism reduces proteinuria, improves glomerular morphology, and reduces oxidative stress in nephrotic rats with PHN. These data may explain the proteinuria-reducing effects of ACTH observed in patients with membranous nephropathy, and MC1R agonists may provide a new therapeutic option for these patients.","Lindskog Annika, Ebefors Kerstin, Johansson Martin E, Stefánsson Bergur, Granqvist Anna, Arnadottir Margret, Berg Anna-Lena, Nyström Jenny, Haraldsson Börje",Journal of the American Society of Nephrology : JASN,2010,"Adrenocorticotropic Hormone, Adult, Aged, Animals, Disease Models, Animal, Endothelial Cells, Female, Glomerulonephritis, Membranous, Hormones, Humans, Male, Mesangial Cells, Middle Aged, Podocytes, Proteinuria, Rats, Receptor, Melanocortin, Type 1, Urothelium",https://pubmed.ncbi.nlm.nih.gov/20507942/,"Department of Molecular and Clinical Nephrology, Institute of Medicine, The Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden. annika.lindskog@wlab.gu.se"
23270471,Red hair benzothiazines and benzothiazoles: mutation-inspired chemistry in the quest for functionality.,"Nature provides a primary source of leads for the design of π-conjugated organic chromophores and other functional molecular systems useful for molecular recognition, light harvesting, photoconversion, and other technological applications. In this Account, we draw attention to a unique group of naturally occurring heterocyclic compounds, the 2H-1,4-benzothiazines and related benzothiazole derivatives. Derived from tyrosine and cysteine, these molecules arise from a mutation-induced deviation of the melanin pathway to provide the core structure of the red human hair pigments pheomelanins. Since the elucidation of the biosynthetic pathway of pheomelanins in the 1960s, researchers have focused on 1,4-benzothiazines and red hair pigments. Not only do these molecules have interesting photochemical and molecular recognition properties, they also have compelling biomedical significance. Numerous studies have linked higher levels of pheomelanins and mutations in the pathways that produce these pigments in individuals with red hair and fair skin with an increased sensitivity to UV light and a higher susceptibility to melanoma and other skin cancers. Prompted by new data about the structure and photochemistry of the bibenzothiazine system, this Account highlights the chemistry of benzothiazines in red-haired individuals as a novel source of inspiration in the quest for innovative scaffolds and biomimetic functional systems. Model studies have gradually shed light on a number of remarkable physical and chemical properties of benzothiazine-based systems. Bibenzothiazine is a robust visible chromophore that combines photochromism and acidichromism. Benzothiazine-based polymers (synthetic pheomelanins) show remarkable photochemical, paramagnetic, and redox cycling properties. Biomimetic or synthetic manipulations of the benzothiazine systems, through decarboxylation pathways controlled by metal ions or unusually facile ring-contraction processes, can produce a diverse set of molecular scaffolds.","Napolitano Alessandra, Panzella Lucia, Leone Loredana, d'Ischia Marco",Accounts of chemical research,2013,"Benzothiazoles, Hair, Hair Color, Humans, Mutation, Pigmentation, Receptor, Melanocortin, Type 1, Signal Transduction, Tyrosine",https://pubmed.ncbi.nlm.nih.gov/23270471/,"Department of Chemical Sciences, University of Naples Federico II, Via Cinthia 4, I-80126 Naples, Italy. alesnapo@unina.it"
36050717,"Dersimelagon, a novel oral melanocortin 1 receptor agonist, demonstrates disease-modifying effects in preclinical models of systemic sclerosis.","Activation of melanocortin 1 receptor (MC1R) is known to exert broad anti-inflammatory and anti-fibrotic effects. The purpose of this study is to investigate the potential of dersimelagon, a novel oral MC1R agonist, as a therapeutic agent for systemic sclerosis (SSc). The effects of dersimelagon phosphoric acid (MT-7117) on skin fibrosis and lung inflammation were evaluated in bleomycin (BLM)-induced SSc murine models that were optimized for prophylactic and therapeutic evaluation. Microarray-based gene expression analysis and serum protein profiling were performed in the BLM-induced SSc models. The effect of MT-7117 on transforming growth factor-β (TGF-β)-induced activation of human dermal fibroblasts was evaluated in vitro. Immunohistochemical analyses of MC1R expression in the skin of SSc patients were performed. Prophylactic treatment with MT-7117 (≥ 0.3 mg/kg/day p.o.) significantly inhibited skin fibrosis and lung inflammation, and therapeutic treatment with MT-7117 (≥ 3 mg/kg/day p.o.) significantly suppressed the development of skin fibrosis in the BLM-induced SSc models. Gene array analysis demonstrated that MT-7117 exerts an anti-inflammatory effect via suppression of the activation of inflammatory cells and inflammation-related signals; additionally, vascular dysfunction was extracted as the pathology targeted by MT-7117. Serum protein profiling revealed that multiple SSc-related biomarkers including P-selectin, osteoprotegerin, cystatin C, growth and differentiation factor-15, and S100A9 were suppressed by MT-7117. MT-7117 inhibited the activation of human dermal fibroblasts by suppressing TGF-β-induced ACTA2 (encoding α-smooth muscle actin) mRNA elevation. MC1R was expressed by monocytes/macrophages, neutrophils, blood vessels (endothelial cells), fibroblasts, and epidermis (keratinocytes) in the skin of SSc patients, suggesting that these MC1R-positive cells could be targets for MT-7117. MT-7117 demonstrates disease-modifying effects in preclinical models of SSc. Investigations of its mechanism of action and target expression analyses indicate that MT-7117 exerts its positive effect by affecting inflammation, vascular dysfunction, and fibrosis, which are all key pathologies of SSc. The results of the present study suggest that MT-7117 is a potential therapeutic agent for SSc. A phase 2 clinical trial investigating the efficacy and tolerability of MT-7117 in patients with early, progressive diffuse cutaneous SSc is currently in progress.","Kondo Masahiro, Suzuki Tsuyoshi, Kawano Yuko, Kojima Shinji, Miyashiro Masahiko, Matsumoto Atsuhiro, Kania Gabriela, Błyszczuk Przemysław, Ross Rebecca L, Mulipa Panji, Del Galdo Francesco, Zhang Yun, Distler Jörg H W",Arthritis research & therapy,2022,"Animals, Bleomycin, Blood Proteins, Disease Models, Animal, Endothelial Cells, Fibroblasts, Fibrosis, Humans, Inflammation, Mice, Pneumonia, Receptor, Melanocortin, Type 1, Scleroderma, Systemic, Signal Transduction, Skin, Transforming Growth Factor beta",https://pubmed.ncbi.nlm.nih.gov/36050717/,"Center of Experimental Rheumatology, Department of Rheumatology, University Hospital Zurich, University of Zurich, Wagistr. 14, 8952, Schlieren, Switzerland.; Department of Internal Medicine 3-Rheumatology and Immunology, Friedrich-Alexander-University Erlangen-Nürnberg (FAU) and University Hospital Erlangen, Erlangen, Germany.; Leeds Institute of Rheumatic and Musculoskeletal Medicine, Faculty of Medicine and Health, University of Leeds, Leeds, LS9 7TF, UK.; Sohyaku. Innovative Research Division, Mitsubishi Tanabe Pharma Corporation, 1000 Kamoshida-cho, Aoba-ku, Yokohama, Kanagawa, 227-0033, Japan.; Sohyaku. Innovative Research Division, Mitsubishi Tanabe Pharma Corporation, 1000 Kamoshida-cho, Aoba-ku, Yokohama, Kanagawa, 227-0033, Japan. kondo.masahiro@mc.mt-pharma.co.jp."
19297406,Molecular genetics of human pigmentation diversity.,"The genetic basis underlying normal variation in the pigmentary traits of skin, hair and eye colour has been the subject of intense research directed at understanding the diversity seen both between and within human populations. A combination of approaches have been used including comparative genomics of candidate genes and the identification of regions of the human genome under positive selection, together with genome-wide and specific allele association studies. Independent selection for different pigmentation gene sets has been found between Asian, European and African populations. Several genome-wide association studies for pigmentation have now been conducted and identified single nucleotide polymorphism (SNP) markers in known, TYR, TYRP1, OCA2, SLC45A2, SLC24A5, MC1R, ASIP, KITLG and previously unknown SLC24A4, IRF4, TPCN2, candidate genes. The contribution of SNP polymorphisms present in populations from South Asia have been tested and alleles found at TYR, SLC45A2 and SLC24A5 can largely account for differences between those of darkest and lightest skin reflectance using a simple additive model. Skin and hair colour associations in Europeans are found within a range of pigmentation gene alleles, whereas blue-brown eye colour can be explained by a single SNP proposed to regulate OCA2 expression. Functional testing of variant alleles has begun to connect phenotype correlations with biological differences. Variant MC1R alleles show direct correlations between the biochemical signalling properties of the encoded receptor and the red-hair fair skin pigmentation phenotype. Direct testing of a range of clonal melanocyte cultures derived from donor skin tissue characterized for three causal SNPs within SLC45A2, SLC24A5 and OCA2 has assessed their impact on melanin content and tyrosinase enzyme activity. From a culmination of genetic and functional studies, it is apparent that a number of genes impacting melanosome biogenesis or the melanin biosynthetic pathway are candidates to explain the diversity seen in human pigmentation.",Sturm Richard A,Human molecular genetics,2009,"Animals, Eye Color, Genome-Wide Association Study, Hair Color, Humans, Melanins, Polymorphism, Single Nucleotide, Skin Pigmentation",https://pubmed.ncbi.nlm.nih.gov/19297406/,"Melanogenix Group, Institute for Molecular Bioscience, The University of Queensland, Brisbane, Qld, Australia. r.sturm@imb.uq.edu.au"
18787543,Germline MC1R variants and BRAF mutant melanoma.,Recent studies have demonstrated that melanocortin-1 receptor (MC1R) variants increase the risk of melanomas harboring BRAF mutations. This finding provides insight into the relationship between host genotype and selection for somatic mutation type. Additional larger studies are required in diverse populations to further examine the interaction between MC1R and BRAF in different melanoma subtypes.,"Hacker Elke, Hayward Nicholas K",The Journal of investigative dermatology,2008,"Genetic Predisposition to Disease, Genetic Variation, Germ-Line Mutation, Humans, Melanoma, Mutation, Proto-Oncogene Proteins B-raf, Receptor, Melanocortin, Type 1, Skin Neoplasms",https://pubmed.ncbi.nlm.nih.gov/18787543/,"Oncogenomics Laboratory, Queensland Institute of Medical Research, Brisbane, Queensland, Australia."
26197705,Identification and functional characterization of natural human melanocortin 1 receptor mutant alleles in Pakistani population.,"Melanocortin 1 receptor (MC1R), a Gs protein-coupled receptor of the melanocyte's plasma membrane, is a major determinant of skin pigmentation and phototype. Upon activation by α-melanocyte stimulating hormone, MC1R triggers the cAMP cascade to stimulate eumelanogenesis. We used whole-exome sequencing to identify causative alleles in Pakistani families with skin and hair hypopigmentation. Six MC1R mutations segregated with the phenotype in seven families, including a p.Val174del in-frame deletion and a p.Tyr298* nonsense mutation, that were analyzed for function in heterologous HEK293 cells. p.Tyr298* MC1R showed no agonist-induced signaling to the cAMP or ERK pathways, nor detectable agonist binding. Conversely, signaling was comparable for p.Val174del and wild-type in HEK cells overexpressing the proteins, but binding analysis suggested impaired cell surface expression. Flow cytometry and confocal imaging studies revealed reduced plasma membrane expression of p.Val174del and p.Tyr298*. Therefore, p.Tyr298* was a total loss-of-function (LOF) allele, while p.Val174del displayed a partial LOF attribute.","Shahzad Mohsin, Sires Campos Julia, Tariq Nabeela, Herraiz Serrano Cecilia, Yousaf Rizwan, Jiménez-Cervantes Celia, Yousaf Sairah, Waryah Yar M, Dad Haseeb A, Blue Elizabeth M, Sobreira Nara, López-Giráldez Francesc, , Kausar Tasleem, Ali Muhammad, Waryah Ali M, Riazuddin Saima, Shaikh Rehan S, García-Borrón José C, Ahmed Zubair M",Pigment cell & melanoma research,2015,"Alleles, Family, Female, Humans, Hypopigmentation, Male, Mutation, Pakistan, Pedigree, Phenotype, Receptor, Melanocortin, Type 1",https://pubmed.ncbi.nlm.nih.gov/26197705/,"Department of Biochemistry and Molecular Biology, School of Medicine, University of Murcia and IMIB-Arrixaca, Murcia, Spain.; Department of Otorhinolaryngology Head and Neck Surgery, School of Medicine, University of Maryland, Baltimore, MD, USA.; Division of Medical Genetics, Department of Medicine, University of Washington, Seattle, WA, USA.; Institute of Molecular Biology & Biotechnology, Bahauddin Zakariya University, Multan, Pakistan.; Institute of Pharmaceutical Sciences, University of Veterinary & Animal Sciences, Lahore, Pakistan.; McKusick-Nathans Institute of Genetic Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA.; Molecular Biology & Genetics Department, Medical Research Center, Liaquat University of Medical & Health Sciences, Jamshoro, Pakistan.; Yale Center for Genome Analysis, Yale University, West Haven, CT, USA."
37142186,Distinct cAMP Signaling Microdomains Differentially Regulate Melanosomal pH and Pigmentation.,"cAMP signaling is a well-established regulator of melanin synthesis. Two distinct cAMP signaling pathways-the transmembrane adenylyl cyclase pathway, activated primarily by the MC1R, and the soluble adenylyl cyclase (sAC) pathway-affect melanin synthesis. The sAC pathway affects melanin synthesis by regulating melanosomal pH, and the MC1R pathway affects melanin synthesis by regulating gene expression and post-translational modifications. However, whether MC1R genotype affects melanosomal pH is poorly understood. We now report that loss of function MC1R does not affect melanosomal pH. Thus, sAC signaling appears to be the only cAMP signaling pathway that regulates melanosomal pH. We also addressed whether MC1R genotype affects sAC-dependent regulation of melanin synthesis. Although sAC loss of function in wild-type human melanocytes stimulates melanin synthesis, sAC loss of function has no effect on melanin synthesis in MC1R nonfunctional human and mouse melanocytes or skin and hair melanin in e/e mice. Interestingly, activation of transmembrane adenylyl cyclases, which increases epidermal eumelanin synthesis in e/e mice, leads to enhanced production of eumelanin in sAC-knockout mice relative to that in sAC wild-type mice. Thus, MC1R- and sAC-dependent cAMP signaling pathways define distinct mechanisms that regulate melanosomal pH and pigmentation.","Yusupova Maftuna, Zhou Dalee, You Jaewon, Gonzalez-Guzman Jeydi, Ghanta Megha B, Pu Hong, Abdel-Malek Zalfa, Chen Qiuying, Gross Steven S, D'Orazio John, Ito Shosuke, Wakamatsu Kazumasa, Harris Melissa L, Zippin Jonathan H",The Journal of investigative dermatology,2023,"Mice, Animals, Humans, Melanins, Adenylyl Cyclases, Receptor, Melanocortin, Type 1, Pigmentation, Melanocytes, Signal Transduction, Mice, Knockout, Hydrogen-Ion Concentration",https://pubmed.ncbi.nlm.nih.gov/37142186/,"Department of Biology, College of Arts and Sciences, University of Alabama at Birmingham, Birmingham, Alabama, USA.; Department of Dermatology, College of Medicine, University of Cincinnati, Cincinnati, Ohio, USA.; Department of Dermatology, NewYork-Presbyterian Hospital, Weill Cornell Medical College, New York, New York, USA.; Department of Dermatology, NewYork-Presbyterian Hospital, Weill Cornell Medical College, New York, New York, USA; Department of Pharmacology, Weill Cornell Medical College, New York, New York, USA; Englander Institute of Precision Medicine, Weill Cornell Medical College, New York, New York, USA. Electronic address: jhzippin@med.cornell.edu.; Department of Pediatrics, College of Medicine, University of Kentucky, Lexington, Kentucky, USA.; Department of Pharmacology, Weill Cornell Medical College, New York, New York, USA.; Institute for Melanin Chemistry, Fujita Health University, Toyoake, Japan."
27488084,Melanocortin-1 Receptor Polymorphisms and the Risk of Complicated Sepsis After Trauma: A Candidate Gene Association Study.,"The aim of the study was to determine if melanocortin-1 receptor (MC1R) single nucleotide polymorphisms (SNPs) are associated with complicated sepsis after trauma. Nosocomial infections are an important cause of morbidity and mortality after trauma. Several SNPs in inflammation-related genes have been associated with sepsis. MC1R is an anti-inflammatory mediator that may be involved in the immune response after trauma. We genotyped eight common MC1R SNPs in genomic DNA from subjects enrolled in a previously reported prospective cohort study. Subjects were adult trauma patients admitted to the intensive care unit at a Level 1 trauma center (2003-2005). A total of 1,246 subjects were included in the analysis. The majority were male (70%), severely injured (81%), and injured by a blunt mechanism (89%). Forty percent developed sepsis, and 23% developed complicated sepsis, which was defined as sepsis with organ dysfunction. In logistic regression analysis, with adjustments for age, sex, body mass index, injury severity score, red blood cell transfusion requirement, and mechanism of injury, the MC1RR163Q variant (rs885479) was associated with a lower risk of developing complicated sepsis (adjusted odds ratio [ORadj] = 0.48, 95% confidence interval [CI]: 0.28-0.81, P = 0.006). In a subgroup of 511 subjects with genome-wide SNP data, the association between the MC1RR163Q variant and complicated sepsis remained significant after adjusting for genetic substructure (by principal components) and the above clinical factors (ORadj = 0.30, 95% CI: 0.13-0.70, P = 0.005). MC1RR163Q is associated with a lower risk of complicated sepsis after trauma. Therapeutic targeting of MC1R may be beneficial for trauma patients at risk for complicated sepsis.","Seaton Max E, Parent Brodie A, Sood Ravi F, Wurfel Mark M, Muffley Lara A, O'Keefe Grant E, Gibran Nicole S","Shock (Augusta, Ga.)",2017,"Adult, Cross Infection, Female, Genetic Predisposition to Disease, Genotype, Humans, Male, Middle Aged, Polymorphism, Single Nucleotide, Principal Component Analysis, Prospective Studies, Receptor, Melanocortin, Type 1, Retrospective Studies, Sepsis, Wounds and Injuries, Young Adult",https://pubmed.ncbi.nlm.nih.gov/27488084/,"*Harborview Department of Surgery, University of Washington Medical Center, Seattle, Washington†Department of Surgery, University of Maryland Medical Center, Baltimore, Maryland‡Harborview Department of Medicine, University of Washington Medical Center, Seattle, Washington."
12851336,"Significance of the melanocortin 1 receptor in regulating human melanocyte pigmentation, proliferation, and survival.","The characterization of the melanocortin 1 receptor (MC1R) expressed on human melanocytes and the findings that certain mutations in the POMC gene or the MC1R gene result in red hair phenotype underscore the significance of melanocortins and MC1R in regulating human pigmentation. We demonstrated that human melanocytes respond to alpha-melanocortin (alpha-MSH) or ACTH with increased proliferation and melanogenesis, and to agouti signaling protein by abrogation of these effects. alpha-MSH and ACTH were equipotent and more potent than beta-MSH, and gamma-MSH was the least potent in activating the MC1R and stimulating melanogenesis and proliferation of human melanocytes. We characterized the MC1R genotype in a panel of human melanocyte cultures and identified three cultures that were homozygous for Arg160Trp, heterozygous for Arg151Cys and Asp294His, and heterozygous for Arg160Trp and Asp294His substitutions, respectively. Those cultures failed to respond to alpha-MSH with increase in cAMP levels, tyrosinase activity, or proliferation and had an exaggerated response to the cytotoxic effect of ultraviolet (UV) radiation. These loss-of-function mutations have been associated with red hair phenotype and increased risk for skin cancer. Melanocytes homozygous for Val29Met substitution in MC1R responded normally to alpha-MSH and UVB, suggesting that this variant is a polymorphism. We observed that alpha-MSH promotes human melanocyte survival by inhibiting the UV-induced apoptosis independently of melanin synthesis. This effect was absent in human melanocytes with loss of function MC1R mutations. We predict that the survival effect of alpha-MSH is caused by reduction of UV-induced DNA damage and contributes to the prevention of melanoma.","Kadekaro Ana Luisa, Kanto Hiromi, Kavanagh Renny, Abdel-Malek Zalfa A",Annals of the New York Academy of Sciences,2003,"Agouti Signaling Protein, Animals, Cell Survival, Humans, Intercellular Signaling Peptides and Proteins, Melanocytes, Pigmentation, Proteins, Receptors, Corticotropin, Receptors, Melanocortin, Risk Factors, Skin Neoplasms, Ultraviolet Rays, alpha-MSH",https://pubmed.ncbi.nlm.nih.gov/12851336/,"Department of Dermatology, University of Cincinnati, Cincinnati, Ohio 45267, USA."
23860522,Pigmentation-related phenotypes and risk of prostate cancer.,"Solar ultraviolet radiation exposure has been inversely related to prostate cancer incidence and mortality, possibly mediated through vitamin D status. Pigmentation-related traits influence endogenous vitamin D synthesis and may alter risk of prostate cancer. We examined prostate cancer in relation to hair and eye colour, and skin phototype in the Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study cohort. Incident cancer was diagnosed in 1982 out of 20 863 men. Multivariable hazard ratios (HRs) and 95% confidence intervals (CIs) were estimated from Cox proportional hazards models. Prostate cancer risk did not differ by eye colour or skin phototype. Men with naturally red hair were significantly less likely to develop prostate cancer (HR=0.46, 95% CI 0.24-0.89) than men with light brown hair (reference). The red hair phenotype, which results from polymorphisms in the melanocortin-1-receptor (MC1R) gene, is associated with lower risk of prostate cancer. This pigmentation-related trait may influence prostate cancer development either directly, through genetic effects or regulatory mechanisms related to MC1R, another nearby gene, or other pigmentation genes, or indirectly, through associations with other exposures such as sunlight or vitamin D status.","Weinstein S J, Virtamo J, Albanes D",British journal of cancer,2013,"Aged, Disease Susceptibility, Eye Color, Finland, Hair Color, Humans, Male, Middle Aged, Phenotype, Proportional Hazards Models, Prostatic Neoplasms, Randomized Controlled Trials as Topic, Registries, Skin Pigmentation, alpha-Tocopherol, beta Carotene",https://pubmed.ncbi.nlm.nih.gov/23860522/,"Division of Cancer Epidemiology and Genetics, National Cancer Institute, Bethesda, MD 20892, USA. weinstes@mail.nih.gov"
31834199,Detangling red hair from pain: phenotype-specific contributions from different genetic variants in melanocortin-1 receptor.,"Genetic variation in melanocortin-1 receptor (MC1R) has a known role in red hair. Studies on responses to noxious stimuli in red-haired individuals have also been conducted, with mixed findings. To investigate a possible divergence between variants responsible for red hair and pain sensitivity, we performed a genewide association analysis in the Orofacial Pain: Prospective Evaluation and Risk Assessment cohort. All genotyped (17) MC1R variants were tested for association with heat pain temporal summation and sensitivity. Our analyses showed an association for pain sensitivity with the 5'-UTR, tagged by rs3212361, and 1 missense variant, rs885479 (R163Q), previously shown to be weakly associated with red hair. For both variants, the minor allele was protective. These results were validated in the 500,000-person UK Biobank cohort, where the minor alleles of rs3212361 and rs885479 were associated with a reduced count of persistent pain conditions as well as individual pain conditions. Haplotype association analysis revealed a possible joint effect from the 2 individual variants. The 5'-UTR variant rs3212361 was further identified as an expression quantitative trait locus, associated with reduced transcript levels of MC1R in the brain and in the peripheral tibial nerve. Hair colour association analysis of the loss-of-function 5'-UTR rs3212361 allele identified association with red hair, and red hair colour itself was associated with a reduced count of persistent pain conditions. Together, our results suggest that primarily different mechanisms-affecting expression levels vs protein activity-mediated by different genetic variants in the MC1R locus contribute to red hair and pain.","Zorina-Lichtenwalter Katerina, Maixner William, Diatchenko Luda",Pain,2020,"Adult, Alleles, Female, Genetic Variation, Hair Color, Humans, Male, Pain, Phenotype, Prospective Studies, Receptor, Melanocortin, Type 1",https://pubmed.ncbi.nlm.nih.gov/31834199/,"Alan Edwards Pain Centre, McGill University, Montreal, QC, Canada.; Department of Anesthesiology and Center of Translational Pain Medicine, Duke University, Durham, NC, United States."
33983985,Melanocytes determine angiogenesis gene expression across human tissues.,"Several angiogenesis-dependent diseases, including age-related macular degeneration and infantile hemangioma, display differential prevalence among Black, as compared to White individuals. Although socioeconomic status and genetic architecture have been suggested as explaining these differences, we have recently shown that pigment production per se might be involved. For example, we have shown that the extracellular protein fibromodulin is a pro-angiogenic factor highly secreted by melanocytes in White but not Black individuals. Still, additional pigment-dependent angiogenic factors and their molecular mechanisms remain to be identified. Understanding the contribution of pigmentation to angiogenesis in health and disease is essential for precision medicine of angiogenesis-dependent diseases with racial disparity. Toward that goal, we compared the transcriptomes of Black and White individuals in three tissues with angiogenic activity, namely artery, whole blood, and skin. We identified several differentially expressed angiogenesis pathways, including artery morphogenesis, regulation of endothelial cell chemotaxis, and cellular response to vascular endothelial growth factor stimulus. We then demonstrated that the expression of key genes in these pathways is directly modulated by the degree of pigmentation. We further identified the precise pigment production pathway controlling the expression of these genes, namely melanocortin 1 receptor (MC1R) signaling. These results demonstrate pigment-mediated regulation of angiogenesis-related pathways and their driver genes across human tissues.","Freilikhman Shirly, Halasi Marianna, Eran Alal, Adini Irit",PloS one,2021,"Animals, Arteries, Black People, Blood, Databases, Genetic, Female, Gene Expression, Gene Expression Regulation, Humans, Male, Melanocytes, Mice, Mice, Inbred C57BL, Neovascularization, Physiologic, Organ Specificity, Receptor, Melanocortin, Type 1, Skin, Transcriptome, White People",https://pubmed.ncbi.nlm.nih.gov/33983985/,"Department of Life Sciences, Ben Gurion University, Beersheva, Israel.; Department of Surgery, Harvard Medical School, The Center for Engineering in Medicine, Massachusetts General Hospital, Boston, Massachusetts, United States of America."
